content,score
"saya pengguna langganan unlimited, ga pernah lepas setiap bulanya tapi kali ini sya kecewa banget ketika membeli makanan dan datang tidak sesuai lalu laporan saya sangat lambat sekali di responya, tolong lah tingkatkan pelayanan customer service nya lama sekali ditindak lanjuti nya!!",1
mudah di a kses,5
membantu,5
aman dan lancar,5
bagus,5
the best,5
aturan perusahaan dibuat dan dilangga sendiri..tertalu idealis hingga buat rugi driver..kalo tdk becus ngurus perusahaan & tdk bs krj..lebih baek likuidasi aja !!!,1
terimakasih pak,5
ok,5
sangat baik,5
terima kasih,5
aplikasi mantab,5
"saya ingin menonton tv online dan melihat sinetron, bukan mau pesen grab, sangat buruk",1
"aplikasi nya bagus cuman kadang memberi titik yg tidak sesuai, dan kadang juga lama dapet nya",4
pelayanannya baik,5
Maaannntttaaaabbbb Drivernya ramah dan sopan,5
"saya sangat berterima kasih kepada orang yang menciptakan aplikasi ini,karena saya bisa keluar rumah tanpa membawa motor, soalnya saya ngga bisa naik motor, semangat terus❤️❤️",5
memuaskan.,5
on time. terima kasih,5
memuaskan,4
"Driver di Purwokerto masih ada yang agak ramah, tapi umumnya cuek. Mobil biasanya bau tidak sedap, asem, bau asap rokok. Driver selalu membunyikan musik dangdut jawa volume keras, mungkin konsumen dianggap sebagai orang yang menebeng saja, jadi ya suka-suka yang punya mobil saja.",2
Memuaskan,5
sempurna,5
bagus,5
baru pake lagi nich,5
kapan ini update kelengakapan penjangkauan alamat lokasi tujuan....,1
mantap,5
"baik , sangat membantu",5
bagus bgt,5
"Naskle, top UP driver aja susah minta ampun dari ovo kemana ngga bisa kirim kemna",1
"tolong benahi saat verifikasi wajah, agak kesulitan dalam pengambilan fotonya, ngga bisa masuk-masuk",5
ok,5
susah cari driver,1
keren,5
perjalanan nya oke,5
👍👍👍👍👍,5
good,5
cepat banyak opsi,5
profesional dlm tugas,5
sangat membantu,5
mau login aja pakai verifikasi wajah 🙂‍↔️🙂‍↔️ ini aplikasi ojol apa bank,1
"Ngapain sih kalau login pakai acara verifikasi wajah segala? Udah dicoba berkali-kali tetap aja gagal, padahal semua langkah2 nya udh di ikuti, mana service website-nya ga guna banget lagi",1
Mantap,5
sangat baik,5
"Tidak ada yang sempurna di dunia ini, sepertinya mending aplikasi layanan kembali ke setelan awal, mau naik motor pakai Gojek, Mau naik mobil pakai Grab, Mau pesen makan pakai Shopee Food, udah ambil peran masing2 tapi pelayanan maksimal, jangan semua layanan jasa di embat tapi pelayanan tidak maksimal.",4
"aplikasi stress mesen makanan grabfood , udah setengah jam ga dapet driver!!!!!!!!!! kaga bisa batalin. gua udah kelaperan. seenggaknya kalo udah setengah jam ga dapet driver ya cepet keluar opsi batal lah Gila!!!",1
mantap,5
top,3
"saya kasih bintang satu karna supir grab Khusus nya mobil semenana saja,td di jalan ngebut di jalan + main hp ketika berkendara dan juga memarahi penumpang yang ngasih tau arah... Tolong di perbaiki yg grab mobil nya,ini bisa menjadi reputasi nya jelek untuk aplikasi ini",1
ok,5
bagus,4
membantu,5
"kemarin saya perjalanan dr citereup ke kampung rambutan pesen grab xl tapi bangku belakang tidak dipergunakan,akhirnya sy hrs mamgku anak sy,dan driver nya kurang ramah",4
"maaf dah, pengemudi susah di temukan seketika sedang ujan. dan agak sedikit yang tersisa dan itu pun jarang ada...",3
nice app,5
"buruk,pesen makanan terlambat",1
"tolong update lagi alamat nya yaaa,, kasihan drivernya payahhhh nyari alamatttt",2
"menurut saya ini perlu di evaluasi perihal pengiriman dan pembatalan pesanan, mengapa demikian karena opsional yang diberikan grab tidak relevan pasalnya estimasi yang diberikan tidak sesuai dengan kesepakatan terlebih yang dirugikan adalah customers maka secara hukum jelas terjadi win prestasi",1
baik,5
sangat membantu,5
"DI MOHON UNTUK MEBACA INI BAGI PIHAK GRAB!! TOLONG PIHAK GRAB. SAYA SERING BGT NUNGGU DRIVER SAMPE 20 MENIT WAKTU PESAN FOOD GA DAPAT2 JUGA DRIVER NYA. KALO MEMANG RESTO NYA JUGA GA MENYANGGUPI KENAPA GA DI CANCEL AJA SIH, GINI KAN JADI BUANG2 WAKTU KARNA GA DAPET DRIVER!! TOLONG ADAIN FITUR BATALKAN PESANAN UNTUK KONSUMEN NYA DENGAN MEMAKAN BATAS WAKTU PEMBATALAN!!!",1
"tadi pesen driver nya pada gamau nerima,offlen mahal terus minta diskon malah di turunin di depan gang, padahal jarak nya deket klo di aplikasi emg segitu harganya malahan udh di naikin itu juga",1
pesanan lama,1
driver y sopan dan santun,5
susah bnget driver milih',1
buruk,1
susah dapet drivernya pas lagi butuh bener mana gabisa di cancel lagi padahal pas laper bener tolong dong grab di perbaiki,1
"buat yg pesen food, klo kelamaan harusnya Bisa di batalin yaa, kayak si orange, Keburu modar kelaparan. mana gabisa di batalin lahi , Nunggu 2 jam lebih",2
"makasi grab,, sangat membantu saya untuk perjalanan di malaysia ini 😊😊",5
GrabFood lama udh 2 jam gk dianter anter dibatalin gk bisa gimana kali,2
ok,5
mantab,5
sudah pakai uang digital gak dpt dpt driver jaraknya cuma 2KM apk busuk bngd nunggu sampai setengah hari 😔😔😔,1
mntaf,5
"susahnya mesen grebfood , kesusahan cari stok driver.",4
bersih dan nyaman,5
lebih hemat biaya,5
"gak lagi pakai grab, order grabfood 1 jam lebih tidak dapat driver tidak bisa dicancel, endingnya cancel otomatis. php doang",1
"Ketika pesen grabfood terlambat pesenan, karena gak dapat driver driver nya batalin, nunggu berjam² gk bisa di batalin oleh pembeli sngat tidak enak",2
Mobil bersih dan nyaman,5
baik,5
lagi coba,5
"aplikasi sampah, grabefood 1 jam lebih ga bsa cancel pdahal ga dapet driver, najis!",1
"ngga jelas, udah nunggu lama, 2 kali pesen makanan selalu dibatalin, katanya ngga ketemu yg anter",1
terlalu lama menemukan driver.. batalkan pesanan tidak ada aplikasi kurang worth it,1
ga bisa cancel makanan baik dari merchant maupun dari buyer padahal pengen buru2... makin kesini makin kesana ah mohon lah di perbaiki systemnya,1
"Tandain min , driver wilayah rangkasbitung lebak banten pada kompak minta argo diluar harga diaplikasi smpe 3x lebih besar dri argo seharusnya , parah grab.",1
"aplikasi sampah, harga mahal, ongkir mahal, tapi service buruk,",1
"Gila lo grab bener2 keterlaluan, gue tunggu berkali2 pada d batalkan. sampai sejam pesan ulang pesan ulang. Kasih suspend supir kaya gitu!!!!!",1
👍🏻,5
susah cari kurir,1
"salam dari pengguna baru , tks",5
sangat membantu,5
oke bangat👍 buat perjalanan kemana mana terima kasih grab full👍⭐⭐⭐⭐⭐,5
puas,5
perbaiki tentang pembatalan udh nunggu lama driver kagak ada yang nge pick up mau dibatalin ga bisa disuruh nunggu sampe jam 8 udah jam 8 malah nambah waktunya gajelas,1
"bukannya gmna ya, masa sekelas grab gabisa dibatalin gmna sih anjirr",1
"udah kecewa bukan marah lagi sekali dua kali tiga kali maklum berkali² pesen grabfood dr 45 menit 55 menit smpe 2 jam 2 jam lebih masih d sabarin kdg tiba² driver cancel tnpa konfirm ini bgt pesen grabfood smpe mundur 2,5jam pdhl hujan enggak dan posisi hamil nunggu cust pingsan dlu kah",1
puas,5
Perbarui mlu pdhl baru kemaren..dan tambah mahal..jauh deket sma aj mahal.grab lebaran mahal kebangetan...,1
LAGI DAN LAGI. GRAB SEPERTINYA INGIN BANGKRUT YA. PESANAN MULAI LAMA. BISA BISA NYA NUNGGUIN PENGEMUDI HAMPIR SEJAM DI BATALIN GA BISA. WAKTU SAYA TERZHOLIMI OLEH ANDA. LAMBAT LAU KALIAN AKAN DIRUGIKAN OLEH BANYAK FIHAK. خ - مغ - دمر - م - دين - ع,1
mantap,5
"nyari driver lama bangettt, harus pembayaran nontunai dulu masa biar cepat dapar driver",1
kalau hujan naik harganya gak ngotak,1
pelayanan sangat baik,5
Aplikasi lama dalam mencari driver sudah pakai pelayanan prioritas grabfood saya menunggu dari jam 18.53 Tgl 2 April 2025 meleset terus tidak ada solusi,1
"kecewa sekali, setiap pesan makanan sangat lambat, minimal kalo udh gaada yg driver yg terima dlm waktu 5-10 menit dikasi option pembatalan capek nunggu",1
Kenapa sulit sekali mencari driver buat grabfood? Sudah lama menunggu pencarian driver eh estimasi waktu malah tambah lama. mau cancel karena udh hampir 45 menit malah gabisa cancel. woyyyy begitu sulitnyaaaa -_- malesnyo,2
oke,5
tdk nyaman terpotong liputannya,1
"dulu cinta bgt sama grab grgr harganya terjangkau dan banyak promo, skrng grab jd jelek banget daritadi saya grabfood perkiraan dtg jam 19.10 eh ada keterlambtan sampai jam 19.45 keburu dingin yg ada... ribet banget mana skrng harus non tunai biar cepet dtgnya. saya sebagai pelajar dr smp smpai sma sllu pakai grab utk pulang pergi, dan td sy cek jarak dr rumah ke skolah jd mahal pdhl hanya 7 menitan dr rumah k skolah. mending pindah haluan aja dah suer",1
terbaik,5
lama bngt menginstal nya,3
"AKU MAU KASIH BINTANG BERIBU RIBU BINTANG UNTUK GRAB!!!❤️‍🔥❤️‍🔥❤️‍🔥 aku 3kali menerima kesalahan pembayaran dan 3 3 nya ditanganin dengan cepat untuk di refund uangnyaa!!!❤️‍🔥❤️‍🔥 saran akuu yaa terus memperbaiki kesalahan dan menangani kesalahan dengan sebaik mungkinn, ILY GRAB terutama ka sarii!!❤️‍🔥",5
good,5
"layanan buruk ,pusat bantuan tidak membantu dengan baik",1
bagus membantu,5
tidak bisa update,1
aplikasi apa ini.. promo2 maping tu benerin capek,1
"jelek, susah dpt pengemudi mana bayar nya jg lumayan, sekalinya dapat malah di cancel",1
murah daripada yg lain. makasih grab,5
OK,5
"burik, mahal kata William",1
ramah orang nya,5
mau daftar akun gagal terus,1
Sangat membantu,5
"saya bingung dengan grab sekarang . sudah tau pengemudi sibuk , tetapi tidak bisa dibatalkan pesanan makanannya . malah disuruh menunggu 1 jam . niat lapar malah menjadi dosa .",1
mantap,5
sangat membantu,4
bersih dan nyaman,5
Sangat membantu,5
saya salah menekan pesanan namun pesanannya tidak bisa di batalkan,1
grab food banyak resto tutup tapi masih juga dibuka di apk nya😑,1
sangat membantu bro,5
bermanfaat,5
sangat membantu sekali,5
"senang saya senang dan puas dengan aplikasi grab ini, aplikasi tersebut sangat membantu bagi semua orang..",5
alhamdulillah,5
Bapuk jangan mau driver motor mobil minta ongkos diluar aplikasi guys sm aja malak Terus pesan food pesan eskrim mixue yang datang es doger rugi dong mending kita beli sendiri langsung ke restoran ya murah banyak promo lagi tinggal bagi rezeki ke abang parkir 3000/2000guys,1
oke,5
sangat puas dengan pelayanan grab,5
sopan baik,5
bagus,5
pesen GrabFood 2 jam gak nemu driver tapi gak bisa juga dibatal in,3
"emang sesusah itu yaa nerima pesanan pakai tunai,kitaa juga ga akan pilih metode tunai kalau ada saldo,ga semuanya punya non tunai jadi tolong lah kerja samanya,untung masih sabar gapapa nunggu lama karna pembayaran tunai lah 2,5jam nungguin gada yang mau ambil juga sampai di batalin,kita juga ga akann pesan online kalau ada kendaraan/kendala lainnya kalau emng gamau pakai tunai ga usah adain tunai bikin orang ngarep ajaa",3
ok👍,5
"udah nunggu lama banget sekitar 1j tapi masih belum bisa di cancel, sangat merugikan waktu saya!",1
"untuk pertama kalinya order, langsung dicancel drivernya, udah nunggu 12 menit padahal... #hiks",4
Terimakasih,5
mantap,5
mantap,5
jelek pengen ngebatalin aja susah,1
sangat memuaskan,5
sangat amanah,5
bagus bisa memepermudah transpertasi,5
abis lebaran mudah2an menu makanan favorit STAY DI 20 ribuan aja. Amien🙏🙏🙏🙏,5
"bagus, nyaman dan aman.",5
menyukai,5
pembayaran tunai nya gabisa mulu aneh,1
Cepat,5
ramah,5
"susah menemukan driver makanannya,terus lama banget penyajian makanannya same 2 jam,mau dibatalin tapi gabisa dari awal pesan",1
lancar jaya,5
best,5
"kerjasama pembayarannya ama yang bener lah, udh donwload ovo udh top up gak masuk",3
"cepat,ramah",5
bagus sekali,5
good,5
ok sangat membantu Skali brayy,5
saya order grab food 13.37 tp dapet driver baru 14.11 sudah setengah jam lebih saya order pake prioritas sudah bayar lebih tp pelayanan sama kayak hemat yg selisihnya lumayan trus buat apa dibikin prioritas ? tolong laahh kalo udah lama mending batalin aja ordernya jangan maksa banget buat di cariin driver,1
mantab,5
puas,5
simpel,5
"di aplikasi ini harga naik mobil berempat mahal banget meskipun paket ekonomy ,jadi ga jadi gunain ni aplikasi,tidak butuh BOT(KOMPUTER )untuk bales ulasan saya ,tidak akan membantu ,kalo mau membantu turunin harga nya nah itu baru membantu",1
mantap,5
sangat membantu saya,5
👍👍👍👍,5
yezz,5
ok,5
sangat ramah dan sopan,5
baik,5
sangat membantu,5
sangat puas,5
bagus,5
tidak bisa membarikan lokasi yg akurat,2
sangat bagus,5
sangat baik,5
Driver Tidak Jujur. Pesan advance booking & sudah bayar via OVO. sebelum berangkat di hubungi oleh driver yang mengambil pesanan kalau titik jemput terlalu jauh jadi dikenakan biaya charge sama dengan 2x harga. Tidak setuju bayar 2x Harga diminta batalkan. Tidak ada pilihan lain pengembalian dana cuma 50% karna sudah di jam keberangkatan. Sebagai pengguna grab sangat kecewa. Tolong rubah Fitur yg ada! pastikan driver mangkal didekat penjemputan jika ordernya booking! Ingin tepat waktu malah rugi,1
"terima kasih ,atas kenyamanannya",5
"banyak DRIVER YANG MINTA CUSTOMER CANCEL ORDERAN , DENGAN ALASAN YANG ANEH ANEH MOBIL RUSAK LAH , GAK ADA BENSIN LAH . LOKASI DI GARUT",1
aplikasi grab memang sangat ok,5
Terima kasih ia Mas,5
mantap,5
mantap,5
aplikasi sering error & dapat mobil nya lama padahal di kota besar,1
"saran : harap driver respon customer..jangan dibuat diam menanti pada akhirnya diganti unit lagi.. kalo pesanan ga diambil info aja, nanti kita cari lagi unitnya.. terimakasih.",5
"gajelas, driver nya asal cancel. udah nunggu lama",1
ramah,5
Bagus,5
Very helpfull,5
"sangat sangat nyaman,ramah...pokok nya nyaman",5
dapat diandalkan,5
mantepp,5
"bagus sih, cuma saya sering dibaned tanpa alasan. next jg gitu lagi.",5
Oke,5
ok bawa nya,5
bagus,5
"Bad, lamban dalam pencarian mobil/motor",1
"ok, aman, cepat",5
harganya lumayan mahal,5
"makin lama pelayanannya makin anjlok aja, perkara dia nanya, dijawab suara kita kecil dia istighfar dn blg sm temennya² dikata ga nyaut + ngegas ngedadak!!! ntar dijawab keras bilang ga sopan!",1
terima Kasih,5
oke,5
sangat membantu..,5
baik dan ramah,5
ok,5
aplikasi nya membantul,4
sangat mudah digunakan,5
baik,5
layanan grab semua okey,5
sangat memuaskan pelayanan ramah dan tepat sesui jam yg di minta,5
ramah,5
aplikasi nya bagus tanggapan nya juga bagus tapi ada karyawannya yang suka marah kalo di suruh beli pesenan nya,5
Good,5
ok,5
proses mudah dan cepat,5
ok,5
pesanan saya selalu terlambat setiap kali saya memesan pasti terlambat apalagi tentang makanan selalu saja tidak ada pengemudi / driver nya yg awal estimasi tiba 10:20 malah jadi 10:35,1
mantap,5
grab mudah dan murah,5
"pengemudi nya gak ada otak smua, untuk apa ada paket hemat kalau pengemudi gak pernah aktifin ataupun terima paket hemat untul grabcar, tlg ditindak pihak grab, tindak pengemudi kalian yg 2x menolak mengaktifkan paket hemat khusus pengemudi palembang",1
ok,5
"SEMUA SUPIRNYA PADA GAK ADA YANG KUNYA AKAL SAMA HATI, SAYA PESAN MOBIL UNTUK MAX 4 SAMPAI YANG 6 ORANG YG BIASA SAMPAI PRIORITAS SEMUA MENOLAK PADAHAL SAYA CUMA BERTIGA, DAN POSISI MAU KE UGD TERDEKAT, KENAPA DRIVER CHAT TANYA BERAPA ORANG DIJAWAB 3 ORANG LANGSUNG DIBATALKAN SEPIHAK? KALAU KITA TIDAK BUTUH KARENA CUMA BERDUA PUN KITA TIDAK AKAN PESAN MOBIL KITA PASTI PAKAI SPEDA PRIBADI, APAKAH MEMANG PELAYANAN GRAB SEPIHAK SEPERTI INI? APA TIDAK ADA SKORS DRIVER YG MEMBATALKAN SEPIHAK????",1
Keren,5
Sangat membantu,5
sangat membantu bagi semua org yg mengunakan yo,5
drivernya ramah dan sopan,5
TOLONG HARGA SESUAI DENGAN DI DRIVER NYA YA ADMIN 😒,1
jos,5
bagus,5
ramah dan cepat,5
menyenangkan sekali,5
agak bingung kadang kalo nyari alamat,5
ramah,5
❤,5
sukur cepat diperbaiki,4
sangat bagus,4
iklan medsos kebanyakan skem,1
cepat dan nyaman,5
nyari driver susah pas momen lebaran persen gojek langsung dpat walaupun agak mahal. kecewa 😥,1
sangat ramah,5
apk gaje tidak menerima tunai,2
"sy sangat puas pokoknya,",5
lebih parah pesan grab bike dipaksa grap car,1
bagus,5
Baik,5
sangat baik,5
sangat membantu sekali dlm kehidupan sehari-hari,5
Alhamdulillah bagus semoga tambah maju,5
oke,4
driver ramah dn baik.,5
baik sekali,5
menunggu driver nya lama sekali saya merasa di permainkan saya menunggu dari jam 2 malam sampai saat ini saya menunggu di jam 4 pagi belum dapat driver juga ini maksudnya apa ini apakah admin grab nya tidur atau kah sedang buang air besar ?,1
"tidak bisa cancel makanan yg sudah lama terlambat sampai 2 jam, jadinya jalan terus itu orderan sampai selama 2 jaman",2
tolong dong seperti nya di daerah kota tangerang untuk grabbike dan GrabFood nya agak susah dan lambat,3
mantap,5
sangat baik dan ramah,5
"tidak ada sopir, di pending tambah jam terus sudah 2 jam tidak bisa di batalkan",1
banyak di cansel,4
mau nyobandlu,1
diskonnya gak kaleng2,5
Bagus banget,5
skrg kalo pesen grabcar terkadang maps nya tidak bisa terhubung ke googlemaps..sedangkan maps grab tidak fleksibel tolong dong pihak grab jgn ada lagi fitur yg memaksa harus pakai grabmaps.. googlemaps lebih fleksibel.. terimkasih,2
ok,5
"pesanan sudah lama menunggu karena tidak mendapat driver, tapi tidak dibisa dibatalkan, menyusahkan.",1
sangat bagus,5
keren,4
kren,5
"Driver atas nama HERWINDO mobil Daihatsu Xenia B.1591.DOC bicara nya kasar, sangat tidak sopan, memutuskan orderan secara sepihak anggap saya orderan fiktif padahal saya urgent mw pesan... Tidak ada kejelasan maen tutup aja telpon nya saya pengguna setia grab car untuk segala kebutuhan saya, tidak pernah ketemu driver se kasar dan se tidak sopan driver ini",3
pelayanan terbaik,5
drivernya komunikasi bagus,5
𝒃𝒂𝒈𝒖𝒔,5
"grab nya lama bgt aku udah ngantuk sama laper jadi males nunggu, dan malah bukan sekali atau 2 kali, ini malah sering.",1
"bagus , tepat waktu",5
lumayan ngebantu terimakasih 🙏🙏🙏😍,4
mantap aplikaai ini🙏🙏🙏,3
"Mengapa grab foodny tidak dapat di batalkan padahal pesanan belum di ambil pengemudi, seharusnya selama pengemudi belum mengambil pesanan di aplikasi masih bisa di batalkan, mohon di tingkatkan lebih baik, makasih",1
"pemgudi baik, sopan",5
sangat membantu dengan harga jauh lebih murah,5
kedatangan unit tepat,4
Mantap👍😁,5
sekarang makin sulit sekali menemukan driver,2
mantap,5
ramah,4
"cari pengemudi lama sampe berjam jam tapi dibatalin gak bisa, tolong diperbaiki lagi",1
"Bagus banget dari pada aplikasi sebelah,, aplikasi sebelah lebih murah doang, bagus kagak 😹😹, masa udah pesen dari jam 8 malam malah selesai nya jam 10 malam.",5
